team1,team2,city,target_runs,target_overs,required_runs,remaining_overs,wickets_lost,toss_winner,toss_decision,team1_encoded,team2_encoded,toss_winner_encoded,toss_decision_encoded,venue_encoded,team1_win_rate,team2_win_rate,team1_toss_win_advantage,team2_toss_win_advantage,team1_batting_first_win_rate,team2_batting_first_win_rate,team1_recent_form,team2_recent_form,relative_h2h_winrate,relative_h2h_winrate_copy,venue_batting_first_win_rate,venue_avg_first_innings_score,normalized_target,run_rate_required
Royal Challengers Bengaluru,Chennai Super Kings,Bengaluru,200,20,200,20.0,1,Royal Challengers Bengaluru,field,8,0,8,1,2,0.5102040816326531,0.4791666666666667,0.5,0.47368421052631576,0.5172413793103449,0.45161290322580644,0.6,0.5,0.4,0.4,0.5714285714285714,197.21428571428572,1.0141253169141615,10.0
