team2,team1,city,target_runs,target_overs,required_runs,remaining_overs,wickets_lost,toss_winner,toss_decision,team1_encoded,team2_encoded,toss_winner_encoded,toss_decision_encoded,venue_encoded,is_toss_winner_team1,is_batting_first,team1_batting_first,team2_batting_first,team1_win_rate,team2_win_rate,relative_win_rate,team1_toss_win_advantage,team2_toss_win_advantage,relative_toss_win_advantage,team1_batting_first_win_rate,team2_batting_first_win_rate,relative_batting_first_win_rate,team1_recent_form,team2_recent_form,relative_recent_form,venue_batting_first_win_rate,venue_avg_first_innings_score,team1_venue_advantage,team2_venue_advantage,normalized_target,run_rate_required
Chennai Super Kings,Royal Challengers Bengaluru,Bengaluru,214,20,87,8,2,Royal Challengers Bengaluru,field,10,0,10,1,2,1,0,0,1,0.4880952380952381,0.5822784810126582,-0.09418324291742014,0.5083333333333333,0.6198347107438017,-0.1115013774104684,0.453125,0.5384615384615384,-0.08533653846153844,0.4666666666666667,0.5666666666666667,-0.09999999999999998,0.45054945054945056,174.1098901098901,0.5494505494505495,0.45054945054945056,1.2291088109063368,10.7
